age,food_item,review,category
61,Rasgulla,"Bahut swaadisht tha, ekdum desi maza!",Dinner
24,Chaat,Samosa toh ekdum crisp aur tasty tha.,Snacks
64,Malai Kofta,"Bahut swaadisht tha, ekdum desi maza!",Lunch
58,Barfi,"Bahut swaadisht tha, ekdum desi maza!",Lunch
20,Chaat,"The food was amazing, but delivery was late.",Vegan
66,Mutton Korma,"Delicious and perfectly spiced, loved it!",Street Food
65,Pav Bhaji,Khana fresh tha aur taste bhi badhiya.,Lunch
12,Rasgulla,"The food was amazing, but delivery was late.",Vegan
56,Paneer Tikka,Samosa toh ekdum crisp aur tasty tha.,Lunch
64,Rasgulla,"Yaar, itna tasty tha, maza aa gaya!",Lunch
46,Barfi,"Thoda teekha tha, but I still liked it.",Street Food
37,Palak Paneer,"The food was amazing, but delivery was late.",Dessert
69,Fish Fry,"The food was amazing, but delivery was late.",Lunch
17,Falooda,"Yaar, itna tasty tha, maza aa gaya!",Chinese
28,Mutton Rogan Josh,Khana fresh tha aur taste bhi badhiya.,Snacks
18,Rasgulla,"Yaar, itna tasty tha, maza aa gaya!",Vegan
22,Pav Bhaji,"Perfect lunch, bilkul ghar jaisa.",Dinner
70,Roti Sabzi,"Yaar, itna tasty tha, maza aa gaya!",Breakfast
67,Malai Kofta,"Bahut swaadisht tha, ekdum desi maza!",Snacks
14,Rajma Chawal,"Perfect lunch, bilkul ghar jaisa.",Dinner
11,Pav Bhaji,"Bahut swaadisht tha, ekdum desi maza!",Breakfast
61,Palak Paneer,Samosa toh ekdum crisp aur tasty tha.,Breakfast
12,Roti Sabzi,"The food was amazing, but delivery was late.",Dinner
15,Vegetable Pulao,"Delicious and perfectly spiced, loved it!",Lunch
62,Vada Pav,"Delicious and perfectly spiced, loved it!",Chinese
12,Kofta Curry,Khana fresh tha aur taste bhi badhiya.,Vegetarian
46,Tandoori Chicken,"Yaar, itna tasty tha, maza aa gaya!",Chinese
41,Paneer Butter Masala,"Perfect lunch, bilkul ghar jaisa.",Non-Vegetarian
44,Baingan Bharta,Khana fresh tha aur taste bhi badhiya.,Breakfast
64,Bhindi Masala,"The food was amazing, but delivery was late.",Snacks
14,Tandoori Chicken,"Bahut swaadisht tha, ekdum desi maza!",Dinner
65,Aloo Tikki,Samosa toh ekdum crisp aur tasty tha.,Vegetarian
47,Biryani,"Great taste, will order again!",Chinese
66,Malai Kofta,Samosa toh ekdum crisp aur tasty tha.,Snacks
55,Jalebi,Samosa toh ekdum crisp aur tasty tha.,Vegetarian
33,Barfi,"Delicious and perfectly spiced, loved it!",Dessert
62,Pav Bhaji,"Bahut swaadisht tha, ekdum desi maza!",Lunch
22,Rasgulla,Samosa toh ekdum crisp aur tasty tha.,Dessert
60,Tandoori Roti,"The food was amazing, but delivery was late.",Non-Vegetarian
69,Chaat,"Great taste, will order again!",Street Food
24,Bhindi Masala,Samosa toh ekdum crisp aur tasty tha.,Snacks
38,Biryani,"Delicious and perfectly spiced, loved it!",Chinese
67,Biryani,"Yaar, itna tasty tha, maza aa gaya!",Non-Vegetarian
13,Pani Puri,"Yaar, itna tasty tha, maza aa gaya!",Vegetarian
33,Sev Puri,"The food was amazing, but delivery was late.",Lunch
39,Roti Sabzi,"Bahut swaadisht tha, ekdum desi maza!",Dessert
18,Jalebi,"Perfect lunch, bilkul ghar jaisa.",Vegetarian
70,Dal Makhani,"Bahut swaadisht tha, ekdum desi maza!",Snacks
42,Pani Puri,"The food was amazing, but delivery was late.",Lunch
44,Fish Curry,Samosa toh ekdum crisp aur tasty tha.,Dinner
52,Samosa,"Bahut swaadisht tha, ekdum desi maza!",Breakfast
50,Gulab Jamun,"Delicious and perfectly spiced, loved it!",Snacks
61,Tandoori Roti,"Delicious and perfectly spiced, loved it!",Snacks
17,Kachori,"Delicious and perfectly spiced, loved it!",Lunch
53,Barfi,"Yaar, itna tasty tha, maza aa gaya!",Breakfast
70,Bhindi Masala,Khana fresh tha aur taste bhi badhiya.,Snacks
42,Mutton Korma,Khana fresh tha aur taste bhi badhiya.,Dinner
67,Tandoori Roti,"Thoda teekha tha, but I still liked it.",Dinner
14,Paneer Tikka,Samosa toh ekdum crisp aur tasty tha.,Vegan
15,Tandoori Chicken,"Thoda teekha tha, but I still liked it.",Breakfast
54,Biryani,"The food was amazing, but delivery was late.",Snacks
40,Litti Chokha,"Thoda teekha tha, but I still liked it.",Lunch
49,Aloo Tikki,Samosa toh ekdum crisp aur tasty tha.,Chinese
41,Palak Paneer,"Great taste, will order again!",Snacks
43,Mutton Rogan Josh,"The food was amazing, but delivery was late.",Snacks
70,Tandoori Chicken,Samosa toh ekdum crisp aur tasty tha.,Vegan
17,Samosa,Samosa toh ekdum crisp aur tasty tha.,Snacks
16,Mutton Rogan Josh,"The food was amazing, but delivery was late.",Lunch
53,Kulfi,"The food was amazing, but delivery was late.",Vegetarian
61,Barfi,"Great taste, will order again!",Lunch
33,Bhindi Masala,"Perfect lunch, bilkul ghar jaisa.",Vegan
57,Gulab Jamun,Khana fresh tha aur taste bhi badhiya.,Lunch
49,Rasgulla,"The food was amazing, but delivery was late.",Vegetarian
69,Lassi,"Bahut swaadisht tha, ekdum desi maza!",Lunch
49,Jalebi,"Perfect lunch, bilkul ghar jaisa.",Dessert
65,Lassi,"Thoda teekha tha, but I still liked it.",Snacks
35,Palak Paneer,"The food was amazing, but delivery was late.",Chinese
56,Kofta Curry,"Yaar, itna tasty tha, maza aa gaya!",Chinese
38,Tandoori Chicken,"Perfect lunch, bilkul ghar jaisa.",Lunch
21,Baingan Bharta,Samosa toh ekdum crisp aur tasty tha.,Dinner
23,Shahi Paneer,"Delicious and perfectly spiced, loved it!",Vegan
53,Dal Makhani,Khana fresh tha aur taste bhi badhiya.,Chinese
15,Kachori,"The food was amazing, but delivery was late.",Vegan
59,Mutton Korma,"Great taste, will order again!",Lunch
30,Kadhi Pakora,"Yaar, itna tasty tha, maza aa gaya!",Breakfast
59,Mutton Korma,"Delicious and perfectly spiced, loved it!",Dessert
51,Lassi,"Yaar, itna tasty tha, maza aa gaya!",Chinese
45,Kadhi Pakora,Samosa toh ekdum crisp aur tasty tha.,Snacks
70,Paneer Butter Masala,"Delicious and perfectly spiced, loved it!",Dinner
28,Pav Bhaji,"Yaar, itna tasty tha, maza aa gaya!",Street Food
57,Pav Bhaji,"Perfect lunch, bilkul ghar jaisa.",Dinner
46,Chicken Curry,Samosa toh ekdum crisp aur tasty tha.,Vegetarian
32,Barfi,"Delicious and perfectly spiced, loved it!",Lunch
20,Butter Chicken,"Thoda teekha tha, but I still liked it.",Lunch
38,Kadhi Pakora,"Yaar, itna tasty tha, maza aa gaya!",Vegetarian
18,Malai Kofta,Khana fresh tha aur taste bhi badhiya.,Street Food
64,Kulfi,"Perfect lunch, bilkul ghar jaisa.",Dessert
20,Tandoori Roti,Khana fresh tha aur taste bhi badhiya.,Lunch
11,Bhindi Masala,"Bahut swaadisht tha, ekdum desi maza!",Dinner
39,Shahi Paneer,"Yaar, itna tasty tha, maza aa gaya!",Vegetarian
52,Kofta Curry,"Great taste, will order again!",Vegetarian
16,Kofta Curry,Khana fresh tha aur taste bhi badhiya.,Lunch
40,Kulfi,"Delicious and perfectly spiced, loved it!",Lunch
55,Naan,"Thoda teekha tha, but I still liked it.",Lunch
61,Roti Sabzi,"Perfect lunch, bilkul ghar jaisa.",Street Food
35,Butter Chicken,"Thoda teekha tha, but I still liked it.",Chinese
20,Dal Makhani,"Delicious and perfectly spiced, loved it!",Lunch
27,Pani Puri,"Perfect lunch, bilkul ghar jaisa.",Chinese
38,Tandoori Chicken,"Thoda teekha tha, but I still liked it.",Chinese
35,Mutton Korma,Samosa toh ekdum crisp aur tasty tha.,Vegetarian
40,Kofta Curry,"Delicious and perfectly spiced, loved it!",Chinese
39,Shahi Paneer,"Thoda teekha tha, but I still liked it.",Dinner
56,Barfi,"Yaar, itna tasty tha, maza aa gaya!",Breakfast
22,Biryani,"Delicious and perfectly spiced, loved it!",Lunch
13,Litti Chokha,Khana fresh tha aur taste bhi badhiya.,Chinese
64,Imarti,"Great taste, will order again!",Snacks
36,Kofta Curry,"Bahut swaadisht tha, ekdum desi maza!",Breakfast
29,Naan,Khana fresh tha aur taste bhi badhiya.,Snacks
45,Vada Pav,Samosa toh ekdum crisp aur tasty tha.,Vegetarian
34,Biryani,"Yaar, itna tasty tha, maza aa gaya!",Dessert
32,Shahi Paneer,"Thoda teekha tha, but I still liked it.",Lunch
64,Chicken Curry,"The food was amazing, but delivery was late.",Dessert
32,Kulfi,"Yaar, itna tasty tha, maza aa gaya!",Street Food
46,Samosa,"Bahut swaadisht tha, ekdum desi maza!",Snacks
19,Falooda,Samosa toh ekdum crisp aur tasty tha.,Snacks
62,Chicken Curry,"Thoda teekha tha, but I still liked it.",Street Food
45,Chicken Biryani,"Yaar, itna tasty tha, maza aa gaya!",Dinner
69,Paneer Tikka,"Yaar, itna tasty tha, maza aa gaya!",Snacks
49,Fish Fry,"Perfect lunch, bilkul ghar jaisa.",Chinese
68,Tandoori Roti,"The food was amazing, but delivery was late.",Dessert
20,Litti Chokha,"Delicious and perfectly spiced, loved it!",Vegan
37,Kadhi Pakora,"Perfect lunch, bilkul ghar jaisa.",Breakfast
13,Falooda,Samosa toh ekdum crisp aur tasty tha.,Street Food
47,Biryani,"Great taste, will order again!",Lunch
60,Naan,"The food was amazing, but delivery was late.",Vegan
24,Pani Puri,"Perfect lunch, bilkul ghar jaisa.",Dinner
16,Imarti,"The food was amazing, but delivery was late.",Lunch
13,Kachori,"Perfect lunch, bilkul ghar jaisa.",Dinner
64,Vegetable Biryani,Samosa toh ekdum crisp aur tasty tha.,Chinese
39,Naan,"Bahut swaadisht tha, ekdum desi maza!",Dinner
62,Vegetable Biryani,"Thoda teekha tha, but I still liked it.",Chinese
70,Fish Curry,"Delicious and perfectly spiced, loved it!",Vegan
15,Mutton Korma,"Delicious and perfectly spiced, loved it!",Lunch
47,Lassi,"Thoda teekha tha, but I still liked it.",Dessert
15,Kofta Curry,Khana fresh tha aur taste bhi badhiya.,Vegetarian
70,Butter Chicken,"Delicious and perfectly spiced, loved it!",Snacks
58,Rabri,Samosa toh ekdum crisp aur tasty tha.,Lunch
70,Butter Chicken,"The food was amazing, but delivery was late.",Vegetarian
39,Rabri,Khana fresh tha aur taste bhi badhiya.,Non-Vegetarian
27,Kulfi,"Great taste, will order again!",Lunch
58,Pav Bhaji,"The food was amazing, but delivery was late.",Breakfast
13,Pav Bhaji,"The food was amazing, but delivery was late.",Chinese
43,Rabri,"Perfect lunch, bilkul ghar jaisa.",Breakfast
38,Pav Bhaji,"Yaar, itna tasty tha, maza aa gaya!",Vegan
20,Samosa,Samosa toh ekdum crisp aur tasty tha.,Breakfast
47,Pani Puri,Khana fresh tha aur taste bhi badhiya.,Vegetarian
70,Biryani,"Yaar, itna tasty tha, maza aa gaya!",Vegan
15,Tandoori Chicken,"Bahut swaadisht tha, ekdum desi maza!",Dinner
36,Butter Chicken,Samosa toh ekdum crisp aur tasty tha.,Street Food
59,Kadhi Pakora,"Thoda teekha tha, but I still liked it.",Vegetarian
36,Litti Chokha,"Yaar, itna tasty tha, maza aa gaya!",Snacks
19,Naan,"Yaar, itna tasty tha, maza aa gaya!",Dinner
12,Butter Chicken,"Great taste, will order again!",Dessert
45,Butter Chicken,Khana fresh tha aur taste bhi badhiya.,Snacks
23,Dal Fry,"Great taste, will order again!",Dessert
57,Fish Fry,"Perfect lunch, bilkul ghar jaisa.",Lunch
15,Kadhi Pakora,"Perfect lunch, bilkul ghar jaisa.",Dessert
59,Litti Chokha,Khana fresh tha aur taste bhi badhiya.,Vegetarian
13,Paneer Tikka,Samosa toh ekdum crisp aur tasty tha.,Dessert
47,Malai Kofta,Samosa toh ekdum crisp aur tasty tha.,Street Food
28,Falooda,"Thoda teekha tha, but I still liked it.",Non-Vegetarian
15,Pani Puri,Khana fresh tha aur taste bhi badhiya.,Street Food
19,Mutton Rogan Josh,"Bahut swaadisht tha, ekdum desi maza!",Snacks
35,Vegetable Pulao,"Perfect lunch, bilkul ghar jaisa.",Dessert
52,Rasgulla,Khana fresh tha aur taste bhi badhiya.,Street Food
12,Tandoori Roti,"Yaar, itna tasty tha, maza aa gaya!",Breakfast
36,Kulfi,"Great taste, will order again!",Dinner
50,Gulab Jamun,"Bahut swaadisht tha, ekdum desi maza!",Dinner
45,Rajma Chawal,"Great taste, will order again!",Vegetarian
67,Litti Chokha,"Bahut swaadisht tha, ekdum desi maza!",Breakfast
44,Pani Puri,"Yaar, itna tasty tha, maza aa gaya!",Street Food
37,Biryani,"Bahut swaadisht tha, ekdum desi maza!",Non-Vegetarian
65,Fish Curry,"Yaar, itna tasty tha, maza aa gaya!",Dessert
68,Kadhi Pakora,Samosa toh ekdum crisp aur tasty tha.,Vegetarian
25,Roti Sabzi,"Great taste, will order again!",Vegan
47,Malai Kofta,"Delicious and perfectly spiced, loved it!",Lunch
51,Rajma Chawal,"Thoda teekha tha, but I still liked it.",Vegetarian
35,Rasgulla,"Delicious and perfectly spiced, loved it!",Chinese
53,Rasgulla,"Bahut swaadisht tha, ekdum desi maza!",Chinese
17,Kulfi,Samosa toh ekdum crisp aur tasty tha.,Breakfast
55,Chicken Biryani,"Delicious and perfectly spiced, loved it!",Street Food
40,Biryani,"Delicious and perfectly spiced, loved it!",Chinese
41,Chicken Biryani,"Perfect lunch, bilkul ghar jaisa.",Street Food
24,Fish Fry,"Delicious and perfectly spiced, loved it!",Lunch
13,Butter Chicken,"Yaar, itna tasty tha, maza aa gaya!",Dessert
23,Kadhi Pakora,"Great taste, will order again!",Dinner
35,Chicken Biryani,"Thoda teekha tha, but I still liked it.",Snacks
