age,food_item,meal_category,region,review
16,Vegetable Biryani,Street Food,Punjab,The aroma was inviting
25,Sweet and Sour Chicken,Street Food,Tamil Nadu,It was quite disappointing; I expected a lot more flavor.
68,Aloo Tikki Chaat,Spicy,Rajasthan,The aroma was inviting
64,Samosa,Healthy,Uttar Pradesh,The meal was satisfying
41,Jalebi,Spicy,Punjab,a satisfying meal that I would recommend.
12,Gulab Jamun,Seafood,Uttar Pradesh,and every bite was a joy!
41,Stuffed Bell Peppers,Chinese,Maharashtra,The dish was well-prepared and the flavors were spot on!
43,Stuffed Bell Peppers,Cheesy,Karnataka,and the taste lived up to expectations.
25,Vegetable Chow Mein,Indian Curry,Kerala,though not memorable.
19,Sweet and Sour Chicken,Spicy,Kerala,making it a good value.
19,Prawn Biryani,Vegan,Punjab,and every bite was a joy!
29,Dhokla,Indian Curry,Kerala,and the taste did not disappoint.
43,Murukku,Spicy,Uttar Pradesh,The flavors were unique
40,Fish Curry,Vegan,Uttar Pradesh,but I feel there are better options available.
22,Hakka Noodles,Snacks,Rajasthan,The meal was packed with flavor; I can't wait to have it again!
42,Prawn Biryani,Vegan,Punjab,I was surprised by how bland the dish turned out to be.
13,Tandoori Cauliflower,Indian Curry,Kerala,but the seasoning could improve.
14,Mac and Cheese,Spicy,Maharashtra,but I feel there are better options available.
16,Pork Ribs,Cheesy,Rajasthan,The food was decent
10,Palak Paneer,Dessert,Kerala,but the food was just average.
60,Tikki,Seafood,Gujarat,though not memorable.
59,Momos,Cheesy,West Bengal,The flavors were unique
59,Tandoori Cauliflower,Spicy,Karnataka,I loved the combination of flavors; it was a delightful surprise.
45,Ghar Ka Khana,Street Food,Karnataka,The meal was packed with flavor; I can't wait to have it again!
11,Samosa,Dessert,Tamil Nadu,The consistency was a bit strange; not what I expected.
53,Vegetable Chow Mein,Indian Curry,West Bengal,making it a memorable dish.
56,Rajma,Vegan,Tamil Nadu,The portion size was generous
30,Sev Puri,Chinese,Delhi,but the seasoning could improve.
63,Malabar Fish Curry,Snacks,Uttar Pradesh,The ingredients felt fresh
50,Kung Pao Chicken,Spicy,Uttar Pradesh,and the taste did not disappoint.
35,Spring Rolls,Street Food,Rajasthan,and the taste lived up to expectations.
19,Vegan Pulao,Spicy,Gujarat,The food was decent
53,Spring Rolls,Dessert,West Bengal,The service was excellent
17,Pakoras,Healthy,Maharashtra,but the food was just average.
45,Murukku,Snacks,Maharashtra,I was thrilled with how flavorful it was; a real treat!
60,Gulab Jamun,Vegan,Rajasthan,The service was excellent
55,Sweet and Sour Chicken,Dessert,Delhi,It was okay
41,Hot and Sour Soup,Seafood,Kerala,The meal was satisfying
58,Stuffed Capsicum,Indian Curry,Kerala,but it missed the mark.
34,Paneer Tikka Masala,Healthy,Karnataka,The meal had great potential but ultimately fell short.
13,Aloo Tikki Chaat,Healthy,Tamil Nadu,making it a good value.
44,Kachori,Spicy,Rajasthan,though not memorable.
59,Spring Rolls,Vegan,Delhi,I found the meal to be quite average; nothing particularly stood out.
51,Spicy Szechuan Noodles,Seafood,Kerala,I appreciated the effort put into the dish
46,Tandoori Chicken,Dessert,Delhi,I appreciated the effort put into the dish
41,Oats Upma,Vegan,Kerala,but I feel there are better options available.
22,Murukku,Snacks,Kerala,and the taste did not disappoint.
24,Chaat,Snacks,West Bengal,I loved the combination of flavors; it was a delightful surprise.
42,Tandoori Fish,Dessert,Karnataka,The dish was well-prepared and the flavors were spot on!
64,Bhindi Masala,Dessert,Uttar Pradesh,but I expected more based on the reviews.
14,Pakoras,Healthy,Rajasthan,but I expected more based on the reviews.
70,Aloo Tikki,Street Food,Rajasthan,I found it to be too oily for my liking.
10,Bombil Fry,Dessert,Uttar Pradesh,a satisfying meal that I would recommend.
20,Rajma Chawal,Cheesy,Punjab,The service was excellent
61,Vegetable Biryani,Cheesy,Tamil Nadu,making it a good value.
15,Fish Curry,Seafood,Maharashtra,I was left wanting more; it felt incomplete.
58,Cheesy Garlic Bread,Street Food,Uttar Pradesh,though not memorable.
57,Sev,Cheesy,Kerala,It was okay
51,Bombil Fry,Healthy,Delhi,The meal was packed with flavor; I can't wait to have it again!
61,Vegetable Biryani,Cheesy,Punjab,The consistency was a bit strange; not what I expected.
38,Fish Curry,Healthy,Kerala,I found it to be too oily for my liking.
18,Samosa,Vegan,West Bengal,a satisfying meal that I would recommend.
18,Tandoori Fish,Spicy,Delhi,I loved the combination of flavors; it was a delightful surprise.
53,Vegan Pulao,Dessert,Maharashtra,The food was decent
18,Kachori,Cheesy,Gujarat,The aroma was inviting
65,Kadai Paneer,Cheesy,West Bengal,The aroma was inviting
28,Butter Chicken,Indian Curry,West Bengal,The service was excellent
10,Paneer Butter Masala,Spicy,Tamil Nadu,making it a memorable dish.
27,Prawn Masala,Street Food,Karnataka,I was left wanting more; it felt incomplete.
32,Spicy Prawn Curry,Vegan,Delhi,I enjoyed the freshness of the ingredients; it made a difference.
25,Mac and Cheese,Snacks,West Bengal,The dish was well-prepared and the flavors were spot on!
42,Vada Pav,Snacks,Maharashtra,The overall experience was pleasant
48,Samosa,Snacks,Uttar Pradesh,but I feel there are better options available.
35,Gulab Jamun,Dessert,Maharashtra,I found the meal to be quite average; nothing particularly stood out.
12,Cheese Samosa,Healthy,Tamil Nadu,The meal had great potential but ultimately fell short.
36,Pani Puri,Dessert,Maharashtra,Overall
11,Cheese Naan,Seafood,West Bengal,but I feel there are better options available.
14,Palak Chaat,Cheesy,Uttar Pradesh,I was not a fan of the seasoning; it felt a bit off.
10,Momos,Healthy,West Bengal,but I expected more based on the reviews.
54,Kachori,Snacks,Uttar Pradesh,but the food was just average.
35,Cheesy Pasta,Spicy,Kerala,The service was excellent
70,Stuffed Capsicum,Healthy,Rajasthan,but it missed the mark.
41,Grilled Paneer,Vegan,Tamil Nadu,I loved the combination of flavors; it was a delightful surprise.
27,Kung Pao Chicken,Street Food,Punjab,I found it to be too oily for my liking.
63,Crab Masala,Street Food,Uttar Pradesh,The portion size was generous
38,Hakka Noodles,Spicy,West Bengal,I found it to be too oily for my liking.
21,Ladoo,Cheesy,Gujarat,The consistency was a bit strange; not what I expected.
12,Vegetable Biryani,Spicy,Uttar Pradesh,The service was excellent
24,Pani Puri,Street Food,Kerala,I found the meal to be quite average; nothing particularly stood out.
49,Samosa,Chinese,Tamil Nadu,I enjoyed the freshness of the ingredients; it made a difference.
16,Kuchcha Aam Ki Barfi,Snacks,Punjab,The meal was satisfying
15,Rajma Chawal,Spicy,Tamil Nadu,The aroma was inviting
55,Chicken Vindaloo,Spicy,Rajasthan,though not memorable.
47,Ladoo,Cheesy,Tamil Nadu,though not memorable.
13,Palak Chaat,Seafood,Tamil Nadu,It was quite disappointing; I expected a lot more flavor.
63,Cheese Naan,Dessert,Rajasthan,I was not a fan of the seasoning; it felt a bit off.
67,Kadai Paneer,Snacks,Uttar Pradesh,The aroma was inviting
20,Chana Masala,Dessert,Maharashtra,and every bite was a joy!
19,Mixed Vegetable Stir Fry,Seafood,Uttar Pradesh,Absolutely loved the spices used; it was a delightful experience!
53,Fish Fry,Snacks,West Bengal,but I wouldn't order it again.
64,Vegan Pulao,Seafood,Karnataka,and the taste lived up to expectations.
46,Murukku,Healthy,Delhi,I was thrilled with how flavorful it was; a real treat!
35,Spicy Szechuan Noodles,Seafood,Gujarat,and the taste did not disappoint.
26,Bombil Fry,Seafood,West Bengal,The meal was satisfying
36,Fish Tikka,Cheesy,Delhi,I was surprised by how bland the dish turned out to be.
62,Chaat,Cheesy,Tamil Nadu,and the taste lived up to expectations.
10,Mixed Vegetable Stir Fry,Healthy,Gujarat,The portion size was generous
39,Vegetable Soup,Cheesy,Maharashtra,and the taste lived up to expectations.
44,Rabri,Indian Curry,Karnataka,The meal was packed with flavor; I can't wait to have it again!
26,Sweet and Sour Chicken,Indian Curry,Kerala,The food was decent
61,Sev,Cheesy,Kerala,I enjoyed it
38,Pani Puri,Chinese,West Bengal,The aroma was inviting
58,Tikki,Street Food,Maharashtra,The food was decent
13,Tandoori Chicken,Indian Curry,Gujarat,I appreciated the effort put into the dish
54,Rasgulla,Indian Curry,Delhi,I found it to be too oily for my liking.
33,Crab Masala,Seafood,Karnataka,The ingredients felt fresh
38,Aloo Tikki Chaat,Chinese,Gujarat,but I expected more based on the reviews.
56,Pani Puri,Healthy,West Bengal,The texture was perfect
58,Momos,Street Food,West Bengal,The overall experience was pleasant
26,Stuffed Bell Peppers,Seafood,Delhi,I was left wanting more; it felt incomplete.
31,Sev Puri,Spicy,Kerala,I was surprised by how bland the dish turned out to be.
22,Pani Puri,Indian Curry,Punjab,The dish was average; I expected more based on the hype.
43,Paneer Tikka,Cheesy,Uttar Pradesh,Overall
36,Cheese Dosa,Healthy,Maharashtra,The meal had great potential but ultimately fell short.
63,Tikki,Cheesy,Punjab,making it a good value.
13,Gajar Halwa,Vegan,Delhi,I loved the combination of flavors; it was a delightful surprise.
30,Fried Rice,Spicy,Gujarat,but the seasoning could improve.
67,Paneer Tikka Masala,Vegan,Karnataka,The presentation was impressive
35,Malabar Fish Curry,Street Food,Punjab,The aroma was inviting
20,Pav Bhaji,Spicy,Uttar Pradesh,and the taste lived up to expectations.
67,Rasgulla,Chinese,Maharashtra,I was left wanting more; it felt incomplete.
55,Dim Sum,Dessert,Maharashtra,The meal was satisfying
24,Butter Chicken,Spicy,Punjab,but the seasoning could improve.
60,Chicken Vindaloo,Snacks,Kerala,I was not a fan of the seasoning; it felt a bit off.
67,Pani Puri,Seafood,Delhi,I loved the combination of flavors; it was a delightful surprise.
35,Salad,Indian Curry,Delhi,The service was excellent
53,Dal Tadka,Chinese,West Bengal,I found the meal to be quite average; nothing particularly stood out.
20,Fried Rice,Spicy,Gujarat,The presentation was impressive
55,Salad,Dessert,Gujarat,though not memorable.
28,Chicken Curry,Indian Curry,West Bengal,The food was decent
44,Chana Masala,Healthy,Rajasthan,but I feel there are better options available.
47,Barfi,Chinese,Maharashtra,The presentation was impressive
20,Sweet and Sour Chicken,Snacks,Rajasthan,I enjoyed the freshness of the ingredients; it made a difference.
46,Chicken Curry,Cheesy,Punjab,The meal was satisfying
16,Cheesy Veggie Wrap,Dessert,Uttar Pradesh,I loved the combination of flavors; it was a delightful surprise.
45,Tandoori Chicken,Seafood,Karnataka,The meal was satisfying
66,Quinoa Pulao,Street Food,Kerala,and the taste lived up to expectations.
33,Mixed Vegetable Stir Fry,Cheesy,West Bengal,The texture was perfect
45,Pav Bhaji,Chinese,Punjab,The texture was perfect
24,Samosa,Indian Curry,Maharashtra,but the seasoning could improve.
20,Vegetable Soup,Street Food,Tamil Nadu,The overall experience was pleasant
20,Bombil Fry,Seafood,Tamil Nadu,but the food was just average.
39,Chaat,Cheesy,Rajasthan,a satisfying meal that I would recommend.
11,Paneer Tikka,Vegan,Gujarat,I enjoyed it
41,Chaat,Seafood,Gujarat,but the food was just average.
16,Kheer,Seafood,Tamil Nadu,but I think it could use a bit more spice.
28,Fried Rice,Indian Curry,Kerala,It was okay
32,Spring Rolls,Healthy,Maharashtra,The flavors were unique
13,Bhindi Masala,Spicy,Uttar Pradesh,The meal was satisfying
57,Samosa,Indian Curry,Delhi,I enjoyed it
56,Prawn Masala,Cheesy,Punjab,I was thrilled with how flavorful it was; a real treat!
25,Ladoo,Street Food,Kerala,The meal had great potential but ultimately fell short.
68,Prawn Biryani,Dessert,Gujarat,making it a memorable dish.
43,Murukku,Indian Curry,Punjab,The ingredients felt fresh
50,Bombil Fry,Snacks,Uttar Pradesh,but it missed the mark.
54,Paneer Tikka Masala,Seafood,Punjab,The dish was average; I expected more based on the hype.
55,Murukku,Indian Curry,Karnataka,The meal was satisfying
48,Aloo Gobi,Chinese,Uttar Pradesh,I loved the combination of flavors; it was a delightful surprise.
17,Rabri,Snacks,Maharashtra,The food was decent
47,Butter Chicken,Dessert,Tamil Nadu,I enjoyed the freshness of the ingredients; it made a difference.
47,Hakka Noodles,Street Food,Delhi,I was not a fan of the seasoning; it felt a bit off.
16,Quinoa Pulao,Healthy,Kerala,and every bite was a joy!
60,Butter Chicken,Vegan,Tamil Nadu,The consistency was a bit strange; not what I expected.
29,Cheesy Garlic Bread,Spicy,Rajasthan,The texture was perfect
66,Paneer Tikka Masala,Dessert,Gujarat,I found it to be too oily for my liking.
43,Dahi Puri,Spicy,Maharashtra,The overall experience was pleasant
60,Pav Bhaji,Chinese,Kerala,The meal had great potential but ultimately fell short.
35,Ghar Ka Khana,Seafood,West Bengal,The overall experience was pleasant
46,Pani Puri,Seafood,West Bengal,The ingredients felt fresh
66,Gulab Jamun,Spicy,Punjab,The portion size was generous
20,Vada Pav,Cheesy,Uttar Pradesh,though not memorable.
50,Rabri,Vegan,Uttar Pradesh,though not memorable.
32,Peda,Dessert,Rajasthan,The meal had great potential but ultimately fell short.
26,Tandoori Fish,Seafood,Rajasthan,I enjoyed the freshness of the ingredients; it made a difference.
61,Cheesy Garlic Bread,Healthy,Delhi,The aroma was inviting
55,Bhindi Masala,Spicy,Maharashtra,but the food was just average.
56,Murukku,Dessert,Karnataka,but I think it could use a bit more spice.
70,Hot and Sour Soup,Spicy,Delhi,The meal was satisfying
12,Chili Chicken,Dessert,Tamil Nadu,I was surprised by how bland the dish turned out to be.
15,Jalebi,Vegan,Delhi,but I wouldn't order it again.
65,Cheese Naan,Vegan,Punjab,I appreciated the effort put into the dish
34,Gulab Jamun,Chinese,Uttar Pradesh,but it missed the mark.
36,Dal Makhani,Seafood,Karnataka,though not memorable.
31,Hot and Sour Soup,Healthy,Gujarat,but it missed the mark.
36,Bhindi Masala,Spicy,Maharashtra,but I feel there are better options available.
42,Prawn Biryani,Chinese,West Bengal,I appreciated the effort put into the dish
65,Tandoori Cauliflower,Healthy,West Bengal,The service was excellent
55,Hakka Noodles,Snacks,Maharashtra,and the taste did not disappoint.
45,Quinoa Pulao,Seafood,Gujarat,The dish was average; I expected more based on the hype.
10,Fried Rice,Dessert,Delhi,though not memorable.
58,Cheesy Veggie Wrap,Cheesy,West Bengal,The meal was packed with flavor; I can't wait to have it again!
37,Dal Tadka,Vegan,West Bengal,making it a memorable dish.
26,Hot and Sour Soup,Chinese,Punjab,Absolutely loved the spices used; it was a delightful experience!
31,Palak Chaat,Healthy,Punjab,The consistency was a bit strange; not what I expected.
58,Chicken Vindaloo,Chinese,West Bengal,Overall
18,Peda,Chinese,Kerala,I found it to be too oily for my liking.
42,Salad,Vegan,Tamil Nadu,It was quite disappointing; I expected a lot more flavor.
37,Fish Tikka,Street Food,Karnataka,The dish was well-prepared and the flavors were spot on!
20,Chili Chicken,Vegan,Gujarat,I was surprised by how bland the dish turned out to be.
21,Chana Masala,Healthy,Gujarat,I was surprised by how bland the dish turned out to be.
